year,type,count,price,vacancy
2010,SFD,276019,1267.830786483175,0.17621124644815667
2010,SFA,0,NaN,0.0
2010,MF234,97180,675.3765655935526,0.17434616333580064
2010,MF5plus,74732,844.8943737670052,0.17531451796195036
2010,MH,0,NaN,0.0
2011,SFD,275808,1263.0397007401932,0.16807176317572342
2011,SFA,0,NaN,0.0
2011,MF234,97127,672.4441242847896,0.14304383618028402
2011,MF5plus,74706,855.1090405709991,0.14204089279023713
2011,MH,0,NaN,0.0
2012,SFD,275771,1267.8900685213346,0.1725729492980624
2012,SFA,0,NaN,0.0
2012,MF234,97449,678.5822735917956,0.13324822140084633
2012,MF5plus,75083,862.4442609781073,0.12933365459266993
2012,MH,0,NaN,0.0
2013,SFD,276678,1260.257832980862,0.17660667727933685
2013,SFA,0,NaN,0.0
2013,MF234,98036,682.8593120891245,0.12681505197590534
2013,MF5plus,75640,866.3644662131417,0.12309044657245981
2013,MH,0,NaN,0.0
2014,SFD,277454,1253.4269575023034,0.1832599628448955
2014,SFA,0,NaN,0.0
2014,MF234,98659,687.7427069934454,0.12461748745358847
2014,MF5plus,76227,870.1708382098228,0.11918297197250133
2014,MH,0,NaN,0.0
2015,SFD,278269,1245.9877052107843,0.1878797926863552
2015,SFA,0,NaN,0.0
2015,MF234,99274,694.3149179557698,0.12441845143372626
2015,MF5plus,76864,875.8437208577297,0.11552337098403453
2015,MH,0,NaN,0.0
2016,SFD,278601,1241.8390796510416,0.19248640703779438
2016,SFA,0,NaN,0.0
2016,MF234,99882,702.1758951280009,0.12214678566392007
2016,MF5plus,77476,873.4874604125703,0.1149953164029975
2016,MH,0,NaN,0.0
2017,SFD,279487,1233.902603522046,0.19558077680984634
2017,SFA,0,NaN,0.0
2017,MF234,100523,703.0254041093527,0.12074247612182375
2017,MF5plus,77968,872.9392765270276,0.11446125251690846
2017,MH,0,NaN,0.0
2018,SFD,279808,1228.6244587826727,0.20018820195572604
2018,SFA,0,NaN,0.0
2018,MF234,101110,704.573256647074,0.12029087870437612
2018,MF5plus,78470,872.9728334250924,0.11325159039605992
2018,MH,0,NaN,0.0
2019,SFD,280135,1223.2238065947706,0.20204211459286367
2019,SFA,0,NaN,0.0
2019,MF234,101687,708.4258641655344,0.11894965878745921
2019,MF5plus,78994,874.2917097557981,0.11232318083343953
2019,MH,0,NaN,0.0
2020,SFD,280490,1216.8053819997888,0.20514394845342424
2020,SFA,0,NaN,0.0
2020,MF234,102288,699.292702802564,0.1166324112226735
2020,MF5plus,79518,865.8414384362494,0.11119831885966022
2020,MH,0,NaN,0.0
2021,SFD,280738,1210.8588363367433,0.20688081571535527
2021,SFA,0,NaN,0.0
2021,MF234,102488,693.1462046958933,0.11928085405912717
2021,MF5plus,79998,856.7513962564689,0.11015116074347947
2021,MH,0,NaN,0.0
2022,SFD,280965,1204.4478787339333,0.21023872792425677
2022,SFA,0,NaN,0.0
2022,MF234,102670,686.7418705217162,0.11987744906720786
2022,MF5plus,80439,851.0894620610621,0.11060276506912672
2022,MH,0,NaN,0.0
2023,SFD,281173,1200.48878366324,0.2139020874486146
2023,SFA,0,NaN,0.0
2023,MF234,102853,681.4822958953107,0.12077529950326288
2023,MF5plus,80931,843.7172646896684,0.11013314437026815
2023,MH,0,NaN,0.0
2024,SFD,282075,1193.8076308998861,0.21754222489357086
2024,SFA,0,NaN,0.0
2024,MF234,103074,677.3747976855573,0.12161045375438732
2024,MF5plus,81426,853.4805448031744,0.11156417194894416
2024,MH,0,NaN,0.0
2025,SFD,282962,1186.5957845463768,0.2239085349641053
2025,SFA,0,NaN,0.0
2025,MF234,103557,669.9791578181917,0.12347439703513981
2025,MF5plus,82038,843.4106370905795,0.11277724559722939
2025,MH,0,NaN,0.0
2026,SFD,283363,1181.8020481194742,0.23082958135721404
2026,SFA,0,NaN,0.0
2026,MF234,103734,665.1242504651395,0.1279392025647711
2026,MF5plus,82511,846.3250367740769,0.1182135108120627
2026,MH,0,NaN,0.0
2027,SFD,283831,1176.3912375862842,0.23830916527563584
2027,SFA,0,NaN,0.0
2027,MF234,103927,659.4444026541667,0.13038155281778394
2027,MF5plus,83061,836.8870132969715,0.12085661305765293
2027,MH,0,NaN,0.0
2028,SFD,284211,1171.033770941234,0.24451874530970893
2028,SFA,0,NaN,0.0
2028,MF234,104085,654.0238769372837,0.13623986067143284
2028,MF5plus,83476,828.901159112226,0.1254981278819181
2028,MH,0,NaN,0.0
2029,SFD,284579,1165.5659146374853,0.2514540253544022
2029,SFA,0,NaN,0.0
2029,MF234,104235,649.7210279661956,0.14070231061151944
2029,MF5plus,83909,822.0421687635218,0.12701854425224016
2029,MH,0,NaN,0.0
2030,SFD,284888,1160.1705272955394,0.259495605789605
2030,SFA,0,NaN,0.0
2030,MF234,104430,645.9831982454467,0.14345469372091907
2030,MF5plus,84108,817.8465514362623,0.12995030330477064
2030,MH,0,NaN,0.0
2031,SFD,285185,1154.4849762884276,0.26600980034259075
2031,SFA,0,NaN,0.0
2031,MF234,104629,641.9216853963834,0.1481087810016279
2031,MF5plus,84547,809.8777568647921,0.13363770390450375
2031,MH,0,NaN,0.0
2032,SFD,285392,1148.489971587899,0.2728474499009415
2032,SFA,0,NaN,0.0
2032,MF234,104785,638.0731839257965,0.15288304389796328
2032,MF5plus,84702,804.5321208896734,0.13921250901865234
2032,MH,0,NaN,0.0
2033,SFD,285554,1142.6471574357756,0.27999383304367326
2033,SFA,0,NaN,0.0
2033,MF234,104955,634.1160482471878,0.15595743665600992
2033,MF5plus,84876,799.1653807591939,0.1440107671601615
2033,MH,0,NaN,0.0
2034,SFD,285661,1136.8133503850165,0.28572529188874957
2034,SFA,0,NaN,0.0
2034,MF234,105095,629.9117170161546,0.16056405126006384
2034,MF5plus,85026,792.5608620929497,0.14937084688251095
2034,MH,0,NaN,0.0
2035,SFD,285826,1130.91688968927,0.29129632676494166
2035,SFA,0,NaN,0.0
2035,MF234,105184,625.2419362027194,0.16566915647747277
2035,MF5plus,85143,786.6931352029198,0.15371768635476207
2035,MH,0,NaN,0.0
2036,SFD,285967,1124.749240479824,0.2976846053193202
2036,SFA,0,NaN,0.0
2036,MF234,105288,620.7259861129666,0.17028255247946456
2036,MF5plus,85223,780.9764495146676,0.1567363142008151
2036,MH,0,NaN,0.0
2037,SFD,286050,1118.2961741785662,0.3038217696447492
2037,SFA,0,NaN,0.0
2037,MF234,105368,616.5722706545617,0.17416989590456652
2037,MF5plus,85327,773.1457781098852,0.16140009152458842
2037,MH,0,NaN,0.0
2038,SFD,286086,1112.5790355006857,0.310798811396609
2038,SFA,0,NaN,0.0
2038,MF234,105417,612.1910733936262,0.17923847847543847
2038,MF5plus,85393,766.3472271040573,0.16450830335063932
2038,MH,0,NaN,0.0
2039,SFD,286046,1107.1078540386418,0.3163873800185958
2039,SFA,0,NaN,0.0
2039,MF234,105454,607.469266260162,0.18474249883794833
2039,MF5plus,85434,758.3256083590596,0.16821050905811952
2039,MH,0,NaN,0.0
2040,SFD,286009,1101.8393806640745,0.32260195912545536
2040,SFA,0,NaN,0.0
2040,MF234,105487,602.9248467388686,0.18759838412957308
2040,MF5plus,85469,750.9757651344804,0.174005665191844
2040,MH,0,NaN,0.0
2041,SFD,285996,1096.2311647383617,0.32892321570300237
2041,SFA,0,NaN,0.0
2041,MF234,105520,598.6734243840917,0.19277256913174134
2041,MF5plus,85497,744.492546211326,0.17907077419883233
2041,MH,0,NaN,0.0
2042,SFD,285950,1090.7169753820028,0.3347564301598624
2042,SFA,0,NaN,0.0
2042,MF234,105551,594.3227717860116,0.197735026535254
2042,MF5plus,85531,737.4507673007665,0.18091862872381487
2042,MH,0,NaN,0.0
2043,SFD,285878,1085.0490377611557,0.34081482776709215
2043,SFA,0,NaN,0.0
2043,MF234,105590,589.7221149542136,0.2012676336557683
2043,MF5plus,85548,729.910995465491,0.18524277747249535
2043,MH,0,NaN,0.0
2044,SFD,285789,1079.4910259624678,0.34636103512687233
2044,SFA,0,NaN,0.0
2044,MF234,105600,584.3942642837062,0.20561606212709538
2044,MF5plus,85554,721.9403543471099,0.19011549071866088
2044,MH,0,NaN,0.0
2045,SFD,285670,1074.6054782797387,0.3527812477037255
2045,SFA,0,NaN,0.0
2045,MF234,105582,579.5677022549971,0.20972537878787878
2045,MF5plus,85552,713.9482233674158,0.19383079692358043
2045,MH,0,NaN,0.0
2046,SFD,285571,1069.8080560967994,0.35916967129905136
2046,SFA,0,NaN,0.0
2046,MF234,105568,574.6513631829446,0.21279195317383645
2046,MF5plus,85555,704.8391995007839,0.19778614176173556
2046,MH,0,NaN,0.0
2047,SFD,285455,1065.2193068214715,0.3648269607208015
2047,SFA,0,NaN,0.0
2047,MF234,105564,568.9307590603274,0.2176985450136405
2047,MF5plus,85523,696.5778114021173,0.2035766466016013
2047,MH,0,NaN,0.0
2048,SFD,285300,1060.684279541652,0.3705242507575625
2048,SFA,0,NaN,0.0
2048,MF234,105511,563.1532798071338,0.2237410480845743
2048,MF5plus,85497,687.9925296833239,0.20721911064859747
2048,MH,0,NaN,0.0
2049,SFD,285154,1056.4215272343436,0.37695057833859097
2049,SFA,0,NaN,0.0
2049,MF234,105469,557.6299920054441,0.2267820416828577
2049,MF5plus,85483,679.4883090006083,0.21144601564967191
2049,MH,0,NaN,0.0
